comments,labels
জিপি প্লাটিনাম সিমের রিপ্লেসমেন্ট কি ফ্রি ???,AV
"আমি টক টাইম মিনিট কিনে কথা বলি,
তারপর পরও কেন এই পয়সা কেটে নিল?",AV
২০০ টাকা রিসার্চ করলে কি ধরনের অফার  পাওয়া যাবে।,AV
"Ami amr nmbr r sathe mil rekhe new gp sim nite chai!
Its available!?",AV
Combo pack internet diye ki sob browsing kora jai.. Aktu bolben plz..,AV
অনলিমেটেড অপার কিভাবে নিবো,AV
Gp mb chake code,AV
"নতুন সিম অনেকদিন অফ ছিল এখন ইনএক্টিব দেখাচ্ছে, এক্টিব করবো কিভাবে???",AV
Gp নতুন সিমের অফার কি? রিচার্জে কি কি অফার আছে?,AV
জিপি সিম এর মিনিট লোন এর কোড জানতে চাই,AV
AVe paid  কত টাকা রিচাজ করলে কলরেট কম হবে এবং কত সেকেন্ড পালস,AV
volte চালু করতে হয় কিভাবে??,AV
gp te 35 taka recharge a kono offer ase ki...?,AV
ইমারজেন্সি  কত টাকা পেয়েছি। তা কিভাবে জানবো?,AV
"আমার দুইটা গ্রামীন সিম নেটওয়ার্ক পায় এবং নাম্বার চেক করতে পারি সবকিছু ঠিক আছে, কিন্তু টাকা রিচার্জ করলে টাকা রিচার্জ হয় না ওইটার মধ্যে কল দিলে কল ঢুকে না, সমস্যাটা কি নাম্বার গুলো কি অফিস থেকে বন্ধ করে দিয়েছে ?",CNI
My gp apps e balance transfer code ta vule gace. Password reset krbo kivave?,AV
জিপি থেকে জিপি ব্যালেন্স্ ট্রান্সফার কি চালু আছে?,AV
Vai amar akta 017111 ai rokom akta number daya jaba vai,AV
1 poisa Second a Vat SD Shoho koto kore Kate,AV
কত টাকা  recharge  করলে টাকার মেয়াদ আজীবন হবে।,AV
১০ জিবি এম্বি থাকা সত্ত্বেও এম্বি নাই বলে ক্যন এখন যে আমি ফ্রি ইউজার🙃💔,DP
"32 tk te 500 sms 

Dam bare akhon 96 tk hois se",AV
Balance Transfer Hoy Na,AV
"Ki karone sim not registered dekhajche???
Kivabe sim sochol hobe???",AV
সব অন অফার গুলা অফ করায় কোড কি?,AV
"Grameenphone ভালো। 
তবে মাঝখানে  টিকটকের পরিবর্তে অন্যকিছু থাকলে সুন্দর হতো।যেমন বাংলাদেশের খেলা বা এধরনের কিছু।👍",AV
"আপনাদের নেটওয়ার্ক মোটামুটি ঠিক আছে, কিন্তু কথা হচ্ছে, আমার  2G সিম 4G করতে টাকা লাগবো কেন? আপনি আপনারা আমাকে 4G সিম দিবেন আমি নেট কিনবো ব্যবহার করবো, আপনাদের কাস্টমার বাড়বে। আপনারা 4G সিম রিপ্লেস করে দেবেন না ব্যবহার করব না,",AV
"আগে ৫০০ এস এম এস কিনতাম ৩০ টাকা দিয়ে
সেটা এখন বেড়ে দাড়িয়েছে ৮৬ টাকা এতো বেশি হলে কেমন কি,,,,
দাম কমার কোনো সুযোগ আছে কি জানাবেন ,,,",AV
আমি ৫১ টাকা দিয়ে ৩+৩ জিবি ইমু এই অফার টি নিয়েছি।ওই ৩ জিবি চলছে ইমু ৩ জিবি চলতেছে না।কি করতে হবে এখন।,AV
customer care এ কিভাবে কথা বলবো?,AV
আনলিমিটেড মেয়াদের ইন্টারনেট কি আছে???,AV
সর্বনিম্ন সোশাল প্যাক বলেন,AV
আমার এমবি আছে রেফার করা কিন্তু চলে না 😔😔,DP
গ্রামীন মিটিন কাড কিনেছি। এখন নাম্বার টা ডায়ল করলেই বলছে  রং নাম্বার  এখন কী করব?,AV
Gp to gp balance transfer kora jabe?,AV
বর্তমানে নতুন  সিমের দাম কত?,AV
45 paisa minutes called rate offer ashe na kno,AV
শুধুমাত্র হোয়াটসঅ্যাপ চালানোর জন্য কি কোন সোশ্যাল প্যাক আছে??,AV
০১৭১১ এর একটা সিম লাগবে পাওয়া যাবে নাকি??,AV
জিপি সিম এ এসএমএস কিনার কোড কি,AV
আনলিমিটেড ডাটা প্যাক গুলোর কোড কি/কিভাবে কিনতাম.??,AV
৬৯ পয়সা মিনিট কল রেট কেমন করে চালু করবো,AV
আমার মোবাইল সিম টি 4G Enable কি না জানবো কি ভাবে। আর 3G হয়ে থাকলে 4G enable করবো কি ভাবে???,CNI
