comments,labels
আমার নাম্বার ওয়ান টেলিটক নেটওয়ার্ক আমার ফ্যামিলির প্রত্যেক জনের পার্সোনাল নাম্বার টেলিটক নেটওয়ার্ক দুঃখের বিষয় হলো বৃষ্টি নামলে কোন নেটওয়ার্কের ফোন দিয়ে কথা বলা যায় না ইমারজেন্সি লেখা আছে বৃষ্টি শেষ হয়ে গেলে তাও নেটওয়ার্ক আসে ডাটা ইউজ করা যা… See more,CNI
অফার গুলো চালু সিমে পাওয়া যাবে,DP
এই রকম নাম্বার কেউ দিতে পারবেন?,AV
আমার একটা শতবর্ষ সিম ছিল বন্ধ করে রাখার কারণে এখন নেটওয়ার্ক পায়না এখন কি করনীয়,CNI
নেটওয়ার্ক কাভারেজ শক্তিশালী করুন।,CNI
নিকেতন এলাকায় নেটওয়ার্ক ঠিক মতো পাইনা,CNI
Net e pay na,CNI
Robir 4 g tower ace but teletalk ar nai,CNI
"সিমটা অফ করে দিতে চাই, যে নেটওয়ার্ক এর গতি। কথা বলার নেটওয়ার্ক নাই।",CNI
উন্নত নেটওয়ার্ক ব্যবস্থার কারণে আমার সিম দিনে প্রায় ২৩ ঘন্টা ৪৮ মিনিট ৪৭ সেকেন্ড সময়ই emergency থাকে আমি কি এই অফার পাব??,CNI
off 3g sim ki free 4g replace den?,NS
mjar bepr holo net kinleo net problem er karone ektuo use kra jaay na,CNI
আমার 4G সিমে 3G লেখা আসে ডাটা ব্যবহার করতে গেলে 3G পায়,DP
হারিকেন দিয়ে খুজেও নেটওয়ার্ক পাইনা,CNI
কি হবে এই অফার নিয়ে যদি চালাতে না পারি ।,DP
01567-885423 এটা বন্ধ সিমের আওতায় আছে?,PR
কত দিন সিম বন্ধ রাখলে এই অফারটা পাওয়া যাবে,DP
অফারটি আমার বন্ধ থাকা নাম্বারের জন্য প্রযোজ্য কিনা তা চেক করব কিভাবে ?,DP
"মৌলভীবাজার জেলার সৈয়ারপুর এলাকায় আপনাদের নেটওয়ার্ক কভারেজ খুবই বাজে। রুমে ঢুকে ফোনের ডাটা অন করার সাথে সাথেই নেটওয়ার্ক সিগনাল অফ হয়ে যায়। তখন নেটওয়ার্কিং করা তো দূরে থাক, কল পর্যন্ত আসে না। আশা করি আপনারা এর জন্যে যথাযথ ব্যবস্থা নিবেন",CNI
টেলিটকের নিয়মিত কাস্টমার ছিলাম।বাদ দেয়ার সময় হয়েছে,DP
"ধীরে ধীরে ব্যবসা তো গুটিয়ে নিচ্ছেন,,,,,,,,,।৷ বন্ধ সিম চালু হবেনা,,,,,,,।৷ চালু সিম গুলোই বন্ধ হবে,,,,,,,,,,,,,",PR
আমাদের এলাকায় টেলিটক সিমের টাওয়ার আছে কিন্তু নেটওয়ার্ক বাহিরেগেলে H+আর ঘরের ভেতর E+,CNI
আমার টেলিটক নাম্বার থেকে ইমারজেন্সী লোন নেওয়া যায়না কেনো--? একটু জানাবেন প্লিজ!!,AV
একদম বাজে একটা সীম নেট চালু হয় না,CNI
বাংলাদেশের সবচেয়ে দুর্বল নেটওয়ার্কের সিম। সার্ভিস অত্যন্ত বাজে।,CNI
অথচ সরকারি এই সিম হতে পারতো সবচেয়ে শক্তিশালী নেটওয়ার্কিং সিস্টেম।,CNI
"শুধুমাত্র দুর্নীতির কারনে আজ এই সিমের এ অবস্থা,,,",PR
আজকে নতুন সিম কিনলাম কিন্তু নেট পাচ্ছে না,CNI
মোগো গেরামে টেলিটক ইমার্জেন্সি,MFS
জামালপুর সদরে ৯/০৬/২০২৩ তারিখ থেকে ২ জি নেটওয়ার্ক নাই। বিষযটি নিয়ে ০১৫০০১২১১২১অভিযোগ দিয়েও কাজ হয়নি।বিষয়টি দেখবেন আশা করি।,CNI
"নেটওয়ার্ক থাকে না লোহাগাড়া চট্টগ্রামে, এত অভিযোগ করার পরে ও কাজ হয় না",CNI
Ar ghor er vitore to net cole ee na,CNI
এতো ধামাকা দিয়া লাভ কি? নেট‌ওয়ার্কের জন্য যদি ঘর থেকে বের হওয়া লাগে,CNI
Running sim a ei offer den.r net problem solved koren.ager thake Ekhon baje service apnder.,CNI
"-স্পেশাল ইন্টারনেট অফারটি প্রতি ১৫ দিনে একবার, মাসে সর্বোচ্চ দুইবার নেওয়া য… See more",CNI
Tower bosan.network er jonno sim e use kora jayna .Bsmmu Dhaka Hospital er indoor a kothaw teletalk network nei,CNI
